0,wifi
1,wifi
2,wifi
3,wifi
4,wifi
5,wifi
6,wifi
7,wifi
8,wifi
9,wifi
10,wifi
11,wifi
12,wifi
13,wifi
14,wifi
15,wifi
16,wifi
17,wifi
18,wifi
19,wifi
20,wifi
21,wifi
22,wifi
23,wifi
24,wifi
25,wifi
26,wifi
27,wifi
28,wifi
29,wifi
30,wifi
31,wifi
32,wifi
33,wifi
34,wifi
35,wifi
36,wifi
37,wifi
38,wifi
39,wifi
40,wifi
41,wifi
42,wifi
43,wifi
44,wifi
45,wifi
46,wifi
47,wifi
48,wifi
49,wifi
50,wifi
51,wifi
52,wifi
53,wifi
54,wifi
55,wifi
56,wifi
57,wifi
58,wifi
59,wifi
60,wifi
61,wifi
62,wifi
63,wifi
64,wifi
65,wifi
66,wifi
67,wifi
68,wifi
69,wifi
70,wifi
71,wifi
72,wifi
73,wifi
74,wifi
75,wifi
76,wifi
77,wifi
78,wifi
79,wifi
80,wifi
81,wifi
82,wifi
83,wifi
84,wifi
85,wifi
86,wifi
87,wifi
88,wifi
89,wifi
90,wifi
91,wifi
92,wifi
93,wifi
94,wifi
95,wifi
96,wifi
97,wifi
98,wifi
99,wifi
100,wifi
101,wifi
102,wifi
103,wifi
104,wifi
105,wifi
106,wifi
107,wifi
108,wifi
109,wifi
110,wifi
111,wifi
112,wifi
113,wifi
114,wifi
115,wifi
116,wifi
117,wifi
118,wifi
119,wifi
120,wifi
121,wifi
122,wifi
123,wifi
124,wifi
125,wifi
126,wifi
127,wifi
128,wifi
129,wifi
130,wifi
131,wifi
132,wifi
133,wifi
134,wifi
135,wifi
136,wifi
137,wifi
138,wifi
139,wifi
140,wifi
141,wifi
142,wifi
143,bluetooth
144,bluetooth
145,bluetooth
146,bluetooth
147,bluetooth
148,bluetooth
149,bluetooth
150,bluetooth
151,bluetooth
152,bluetooth
153,bluetooth
154,bluetooth
155,bluetooth
156,bluetooth
157,bluetooth
158,bluetooth
159,bluetooth
160,bluetooth
161,bluetooth
162,bluetooth
163,bluetooth
164,bluetooth
165,bluetooth
166,bluetooth
167,bluetooth
168,bluetooth
169,bluetooth
170,bluetooth
171,bluetooth
172,bluetooth
173,bluetooth
174,bluetooth
175,bluetooth
176,bluetooth
177,bluetooth
178,bluetooth
179,bluetooth
180,bluetooth
181,bluetooth
182,bluetooth
183,bluetooth
184,bluetooth
185,bluetooth
186,bluetooth
187,bluetooth
188,bluetooth
189,bluetooth
190,bluetooth
191,bluetooth
192,bluetooth
193,bluetooth
194,bluetooth
195,bluetooth
196,bluetooth
197,bluetooth
198,bluetooth
199,bluetooth
200,bluetooth
201,bluetooth
202,bluetooth
203,bluetooth
204,bluetooth
205,bluetooth
206,bluetooth
207,bluetooth
208,bluetooth
209,bluetooth
210,bluetooth
211,bluetooth
212,bluetooth
213,bluetooth
214,bluetooth
215,bluetooth
216,bluetooth
217,bluetooth
218,bluetooth
219,bluetooth
220,bluetooth
221,bluetooth
222,bluetooth
223,bluetooth
224,bluetooth
225,bluetooth
226,bluetooth
227,bluetooth
228,bluetooth
229,bluetooth
230,bluetooth
231,bluetooth
232,bluetooth
233,bluetooth
234,bluetooth
235,bluetooth
236,bluetooth
237,bluetooth
238,bluetooth
239,bluetooth
240,bluetooth
241,bluetooth
242,bluetooth
243,bluetooth
244,bluetooth
245,bluetooth
246,bluetooth
247,bluetooth
248,bluetooth
249,bluetooth
250,bluetooth
251,bluetooth
252,bluetooth
253,bluetooth
254,bluetooth
255,bluetooth
256,bluetooth
257,bluetooth
258,bluetooth
259,bluetooth
260,bluetooth
261,bluetooth
262,bluetooth
263,bluetooth
264,bluetooth
265,bluetooth
266,bluetooth
267,bluetooth
268,bluetooth
269,bluetooth
270,bluetooth
271,bluetooth
272,bluetooth
273,bluetooth
274,bluetooth
275,bluetooth
276,bluetooth
277,bluetooth
278,bluetooth
279,bluetooth
280,bluetooth
281,bluetooth
282,bluetooth
283,bluetooth
284,bluetooth
285,bluetooth
286,bluetooth
287,bluetooth
288,bluetooth
289,bluetooth
290,bluetooth
291,bluetooth
292,bluetooth
293,bluetooth
294,bluetooth
295,bluetooth
296,bluetooth
297,bluetooth
298,bluetooth
299,bluetooth
300,bluetooth
301,bluetooth
302,bluetooth
303,bluetooth
304,bluetooth
305,bluetooth
306,bluetooth
307,bluetooth
308,bluetooth
309,bluetooth
310,bluetooth
311,bluetooth
312,bluetooth
313,bluetooth
314,bluetooth
315,bluetooth
316,bluetooth
317,bluetooth
318,bluetooth
319,bluetooth
320,bluetooth
321,bluetooth
322,bluetooth
